layer_start,layer_end,page_start,page_end,semantic_class,pin,k_precision_name,v_precision_name,residency_tier,promotion_priority,demotion_priority,recompute_priority,authority,case,budget_pct,kv_layout,range_ordinal,used_pages,prompt_pages,recent_start_page,plan_validation_ok,shadowed_layer_page_matches
0,47,135,144,recent_tail,0,raw,raw,hot,100,0,0,hard,structured_records,6.25,tmh_fidelity_paged_kv,1,145,125,135,True,0
0,31,1,134,prefill_payload,0,int8,int4,warm,25,75,50,hard,structured_records,6.25,tmh_fidelity_paged_kv,2,145,125,135,True,0
32,47,1,134,late_layer_payload,0,int8,int8,warm,35,65,50,hard,structured_records,6.25,tmh_fidelity_paged_kv,3,145,125,135,True,0
0,47,0,0,prompt_anchor,1,raw,raw,pinned,100,0,0,hard,instruction_persistence,6.25,tmh_fidelity_paged_kv,0,253,237,237,True,0
0,47,237,252,recent_tail,0,raw,raw,hot,100,0,0,hard,instruction_persistence,6.25,tmh_fidelity_paged_kv,1,253,237,237,True,0
0,31,1,236,prefill_payload,0,int8,int4,warm,25,75,50,hard,instruction_persistence,6.25,tmh_fidelity_paged_kv,2,253,237,237,True,0
32,47,1,236,late_layer_payload,0,int8,int8,warm,35,65,50,hard,instruction_persistence,6.25,tmh_fidelity_paged_kv,3,253,237,237,True,0
0,47,0,0,prompt_anchor,1,raw,raw,pinned,100,0,0,hard,multi_hop_bridge,6.25,tmh_fidelity_paged_kv,0,141,121,132,True,0
0,47,132,140,recent_tail,0,raw,raw,hot,100,0,0,hard,multi_hop_bridge,6.25,tmh_fidelity_paged_kv,1,141,121,132,True,0
0,31,1,131,prefill_payload,0,int8,int4,warm,25,75,50,hard,multi_hop_bridge,6.25,tmh_fidelity_paged_kv,2,141,121,132,True,0
32,47,1,131,late_layer_payload,0,int8,int8,warm,35,65,50,hard,multi_hop_bridge,6.25,tmh_fidelity_paged_kv,3,141,121,132,True,0
0,47,0,0,prompt_anchor,1,raw,raw,pinned,100,0,0,hard,payload_dense,6.25,tmh_fidelity_paged_kv,0,256,236,240,True,0
0,47,240,255,recent_tail,0,raw,raw,hot,100,0,0,hard,payload_dense,6.25,tmh_fidelity_paged_kv,1,256,236,240,True,0
0,31,1,239,prefill_payload,0,int8,int4,warm,25,75,50,hard,payload_dense,6.25,tmh_fidelity_paged_kv,2,256,236,240,True,0
32,47,1,239,late_layer_payload,0,int8,int8,warm,35,65,50,hard,payload_dense,6.25,tmh_fidelity_paged_kv,3,256,236,240,True,0
0,47,0,0,prompt_anchor,1,raw,raw,pinned,100,0,0,hard,long_generation_systems,6.25,tmh_fidelity_paged_kv,0,114,66,106,True,0
0,47,106,113,recent_tail,0,raw,raw,hot,100,0,0,hard,long_generation_systems,6.25,tmh_fidelity_paged_kv,1,114,66,106,True,0
0,31,1,105,prefill_payload,0,int8,int4,warm,25,75,50,hard,long_generation_systems,6.25,tmh_fidelity_paged_kv,2,114,66,106,True,0
32,47,1,105,late_layer_payload,0,int8,int8,warm,35,65,50,hard,long_generation_systems,6.25,tmh_fidelity_paged_kv,3,114,66,106,True,0
0,47,0,0,prompt_anchor,1,raw,raw,pinned,100,0,0,hard,early_anchor_long_tail,3.125,tmh_fidelity_paged_kv,0,248,236,240,True,0
0,47,240,247,recent_tail,0,raw,raw,hot,100,0,0,hard,early_anchor_long_tail,3.125,tmh_fidelity_paged_kv,1,248,236,240,True,0
0,31,1,239,prefill_payload,0,int8,int4,warm,25,75,50,hard,early_anchor_long_tail,3.125,tmh_fidelity_paged_kv,2,248,236,240,True,0
32,47,1,239,late_layer_payload,0,int8,int8,warm,35,65,50,hard,early_anchor_long_tail,3.125,tmh_fidelity_paged_kv,3,248,236,240,True,0
0,47,0,0,prompt_anchor,1,raw,raw,pinned,100,0,0,hard,middle_anchor_detour,3.125,tmh_fidelity_paged_kv,0,199,183,192,True,0
0,47,192,198,recent_tail,0,raw,raw,hot,100,0,0,hard,middle_anchor_detour,3.125,tmh_fidelity_paged_kv,1,199,183,192,True,0
0,31,1,191,prefill_payload,0,int8,int4,warm,25,75,50,hard,middle_anchor_detour,3.125,tmh_fidelity_paged_kv,2,199,183,192,True,0
32,47,1,191,late_layer_payload,0,int8,int8,warm,35,65,50,hard,middle_anchor_detour,3.125,tmh_fidelity_paged_kv,3,199,183,192,True,0
0,47,0,0,prompt_anchor,1,raw,raw,pinned,100,0,0,hard,late_anchor_control,3.125,tmh_fidelity_paged_kv,0,131,119,126,True,0
0,47,126,130,recent_tail,0,raw,raw,hot,100,0,0,hard,late_anchor_control,3.125,tmh_fidelity_paged_kv,1,131,119,126,True,0
0,31,1,125,prefill_payload,0,int8,int4,warm,25,75,50,hard,late_anchor_control,3.125,tmh_fidelity_paged_kv,2,131,119,126,True,0
32,47,1,125,late_layer_payload,0,int8,int8,warm,35,65,50,hard,late_anchor_control,3.125,tmh_fidelity_paged_kv,3,131,119,126,True,0
0,47,0,0,prompt_anchor,1,raw,raw,pinned,100,0,0,hard,decoy_collision,3.125,tmh_fidelity_paged_kv,0,143,127,138,True,0
0,47,138,142,recent_tail,0,raw,raw,hot,100,0,0,hard,decoy_collision,3.125,tmh_fidelity_paged_kv,1,143,127,138,True,0
0,31,1,137,prefill_payload,0,int8,int4,warm,25,75,50,hard,decoy_collision,3.125,tmh_fidelity_paged_kv,2,143,127,138,True,0
32,47,1,137,late_layer_payload,0,int8,int8,warm,35,65,50,hard,decoy_collision,3.125,tmh_fidelity_paged_kv,3,143,127,138,True,0
0,47,0,0,prompt_anchor,1,raw,raw,pinned,100,0,0,hard,routing_table,3.125,tmh_fidelity_paged_kv,0,140,124,135,True,0
0,47,135,139,recent_tail,0,raw,raw,hot,100,0,0,hard,routing_table,3.125,tmh_fidelity_paged_kv,1,140,124,135,True,0
0,31,1,134,prefill_payload,0,int8,int4,warm,25,75,50,hard,routing_table,3.125,tmh_fidelity_paged_kv,2,140,124,135,True,0
32,47,1,134,late_layer_payload,0,int8,int8,warm,35,65,50,hard,routing_table,3.125,tmh_fidelity_paged_kv,3,140,124,135,True,0
0,47,0,0,prompt_anchor,1,raw,raw,pinned,100,0,0,hard,structured_records,3.125,tmh_fidelity_paged_kv,0,145,125,140,True,0
0,47,140,144,recent_tail,0,raw,raw,hot,100,0,0,hard,structured_records,3.125,tmh_fidelity_paged_kv,1,145,125,140,True,0
0,31,1,139,prefill_payload,0,int8,int4,warm,25,75,50,hard,structured_records,3.125,tmh_fidelity_paged_kv,2,145,125,140,True,0
32,47,1,139,late_layer_payload,0,int8,int8,warm,35,65,50,hard,structured_records,3.125,tmh_fidelity_paged_kv,3,145,125,140,True,0
0,47,0,0,prompt_anchor,1,raw,raw,pinned,100,0,0,hard,instruction_persistence,3.125,tmh_fidelity_paged_kv,0,253,237,245,True,0
0,47,245,252,recent_tail,0,raw,raw,hot,100,0,0,hard,instruction_persistence,3.125,tmh_fidelity_paged_kv,1,253,237,245,True,0
0,31,1,244,prefill_payload,0,int8,int4,warm,25,75,50,hard,instruction_persistence,3.125,tmh_fidelity_paged_kv,2,253,237,245,True,0
32,47,1,244,late_layer_payload,0,int8,int8,warm,35,65,50,hard,instruction_persistence,3.125,tmh_fidelity_paged_kv,3,253,237,245,True,0
0,47,0,0,prompt_anchor,1,raw,raw,pinned,100,0,0,hard,multi_hop_bridge,3.125,tmh_fidelity_paged_kv,0,141,121,136,True,0
0,47,136,140,recent_tail,0,raw,raw,hot,100,0,0,hard,multi_hop_bridge,3.125,tmh_fidelity_paged_kv,1,141,121,136,True,0
0,31,1,135,prefill_payload,0,int8,int4,warm,25,75,50,hard,multi_hop_bridge,3.125,tmh_fidelity_paged_kv,2,141,121,136,True,0
32,47,1,135,late_layer_payload,0,int8,int8,warm,35,65,50,hard,multi_hop_bridge,3.125,tmh_fidelity_paged_kv,3,141,121,136,True,0
0,47,0,0,prompt_anchor,1,raw,raw,pinned,100,0,0,hard,payload_dense,3.125,tmh_fidelity_paged_kv,0,256,236,248,True,0
0,47,248,255,recent_tail,0,raw,raw,hot,100,0,0,hard,payload_dense,3.125,tmh_fidelity_paged_kv,1,256,236,248,True,0
0,31,1,247,prefill_payload,0,int8,int4,warm,25,75,50,hard,payload_dense,3.125,tmh_fidelity_paged_kv,2,256,236,248,True,0
32,47,1,247,late_layer_payload,0,int8,int8,warm,35,65,50,hard,payload_dense,3.125,tmh_fidelity_paged_kv,3,256,236,248,True,0
0,47,0,0,prompt_anchor,1,raw,raw,pinned,100,0,0,hard,long_generation_systems,3.125,tmh_fidelity_paged_kv,0,114,66,110,True,0
0,47,110,113,recent_tail,0,raw,raw,hot,100,0,0,hard,long_generation_systems,3.125,tmh_fidelity_paged_kv,1,114,66,110,True,0
0,31,1,109,prefill_payload,0,int8,int4,warm,25,75,50,hard,long_generation_systems,3.125,tmh_fidelity_paged_kv,2,114,66,110,True,0
32,47,1,109,late_layer_payload,0,int8,int8,warm,35,65,50,hard,long_generation_systems,3.125,tmh_fidelity_paged_kv,3,114,66,110,True,0
0,47,0,0,prompt_anchor,1,raw,raw,pinned,100,0,0,hard,early_anchor_long_tail,0.0,tmh_fidelity_paged_kv,0,248,236,248,True,0
0,31,1,247,prefill_payload,0,int8,int4,warm,25,75,50,hard,early_anchor_long_tail,0.0,tmh_fidelity_paged_kv,1,248,236,248,True,0
32,47,1,247,late_layer_payload,0,int8,int8,warm,35,65,50,hard,early_anchor_long_tail,0.0,tmh_fidelity_paged_kv,2,248,236,248,True,0
0,47,0,0,prompt_anchor,1,raw,raw,pinned,100,0,0,hard,middle_anchor_detour,0.0,tmh_fidelity_paged_kv,0,199,183,199,True,0
0,31,1,198,prefill_payload,0,int8,int4,warm,25,75,50,hard,middle_anchor_detour,0.0,tmh_fidelity_paged_kv,1,199,183,199,True,0
32,47,1,198,late_layer_payload,0,int8,int8,warm,35,65,50,hard,middle_anchor_detour,0.0,tmh_fidelity_paged_kv,2,199,183,199,True,0
0,47,0,0,prompt_anchor,1,raw,raw,pinned,100,0,0,hard,late_anchor_control,0.0,tmh_fidelity_paged_kv,0,131,119,131,True,0
0,31,1,130,prefill_payload,0,int8,int4,warm,25,75,50,hard,late_anchor_control,0.0,tmh_fidelity_paged_kv,1,131,119,131,True,0
32,47,1,130,late_layer_payload,0,int8,int8,warm,35,65,50,hard,late_anchor_control,0.0,tmh_fidelity_paged_kv,2,131,119,131,True,0
0,47,0,0,prompt_anchor,1,raw,raw,pinned,100,0,0,hard,decoy_collision,0.0,tmh_fidelity_paged_kv,0,143,127,143,True,0
0,31,1,142,prefill_payload,0,int8,int4,warm,25,75,50,hard,decoy_collision,0.0,tmh_fidelity_paged_kv,1,143,127,143,True,0
32,47,1,142,late_layer_payload,0,int8,int8,warm,35,65,50,hard,decoy_collision,0.0,tmh_fidelity_paged_kv,2,143,127,143,True,0
0,47,0,0,prompt_anchor,1,raw,raw,pinned,100,0,0,hard,routing_table,0.0,tmh_fidelity_paged_kv,0,140,124,140,True,0
0,31,1,139,prefill_payload,0,int8,int4,warm,25,75,50,hard,routing_table,0.0,tmh_fidelity_paged_kv,1,140,124,140,True,0
32,47,1,139,late_layer_payload,0,int8,int8,warm,35,65,50,hard,routing_table,0.0,tmh_fidelity_paged_kv,2,140,124,140,True,0
0,47,0,0,prompt_anchor,1,raw,raw,pinned,100,0,0,hard,structured_records,0.0,tmh_fidelity_paged_kv,0,145,125,145,True,0
0,31,1,144,prefill_payload,0,int8,int4,warm,25,75,50,hard,structured_records,0.0,tmh_fidelity_paged_kv,1,145,125,145,True,0
32,47,1,144,late_layer_payload,0,int8,int8,warm,35,65,50,hard,structured_records,0.0,tmh_fidelity_paged_kv,2,145,125,145,True,0
0,47,0,0,prompt_anchor,1,raw,raw,pinned,100,0,0,hard,instruction_persistence,0.0,tmh_fidelity_paged_kv,0,253,237,253,True,0
0,31,1,252,prefill_payload,0,int8,int4,warm,25,75,50,hard,instruction_persistence,0.0,tmh_fidelity_paged_kv,1,253,237,253,True,0
32,47,1,252,late_layer_payload,0,int8,int8,warm,35,65,50,hard,instruction_persistence,0.0,tmh_fidelity_paged_kv,2,253,237,253,True,0
0,47,0,0,prompt_anchor,1,raw,raw,pinned,100,0,0,hard,multi_hop_bridge,0.0,tmh_fidelity_paged_kv,0,141,121,141,True,0
0,31,1,140,prefill_payload,0,int8,int4,warm,25,75,50,hard,multi_hop_bridge,0.0,tmh_fidelity_paged_kv,1,141,121,141,True,0
32,47,1,140,late_layer_payload,0,int8,int8,warm,35,65,50,hard,multi_hop_bridge,0.0,tmh_fidelity_paged_kv,2,141,121,141,True,0
0,47,0,0,prompt_anchor,1,raw,raw,pinned,100,0,0,hard,payload_dense,0.0,tmh_fidelity_paged_kv,0,256,236,256,True,0
0,31,1,255,prefill_payload,0,int8,int4,warm,25,75,50,hard,payload_dense,0.0,tmh_fidelity_paged_kv,1,256,236,256,True,0
32,47,1,255,late_layer_payload,0,int8,int8,warm,35,65,50,hard,payload_dense,0.0,tmh_fidelity_paged_kv,2,256,236,256,True,0
0,47,0,0,prompt_anchor,1,raw,raw,pinned,100,0,0,hard,long_generation_systems,0.0,tmh_fidelity_paged_kv,0,114,66,114,True,0
0,31,1,113,prefill_payload,0,int8,int4,warm,25,75,50,hard,long_generation_systems,0.0,tmh_fidelity_paged_kv,1,114,66,114,True,0
32,47,1,113,late_layer_payload,0,int8,int8,warm,35,65,50,hard,long_generation_systems,0.0,tmh_fidelity_paged_kv,2,114,66,114,True,0
0,47,0,0,prompt_anchor,1,raw,raw,pinned,100,0,0,hard,early_anchor_long_tail,75.0,tmh_fidelity_paged_kv,0,124,118,31,True,0
0,47,31,123,recent_tail,0,raw,raw,hot,100,0,0,hard,early_anchor_long_tail,75.0,tmh_fidelity_paged_kv,1,124,118,31,True,0
0,31,1,30,prefill_payload,0,int8,int4,warm,25,75,50,hard,early_anchor_long_tail,75.0,tmh_fidelity_paged_kv,2,124,118,31,True,0
32,47,1,30,late_layer_payload,0,int8,int8,warm,35,65,50,hard,early_anchor_long_tail,75.0,tmh_fidelity_paged_kv,3,124,118,31,True,0
0,47,0,0,prompt_anchor,1,raw,raw,pinned,100,0,0,hard,middle_anchor_detour,75.0,tmh_fidelity_paged_kv,0,100,92,25,True,0
0,47,25,99,recent_tail,0,raw,raw,hot,100,0,0,hard,middle_anchor_detour,75.0,tmh_fidelity_paged_kv,1,100,92,25,True,0
0,31,1,24,prefill_payload,0,int8,int4,warm,25,75,50,hard,middle_anchor_detour,75.0,tmh_fidelity_paged_kv,2,100,92,25,True,0
32,47,1,24,late_layer_payload,0,int8,int8,warm,35,65,50,hard,middle_anchor_detour,75.0,tmh_fidelity_paged_kv,3,100,92,25,True,0
0,47,0,0,prompt_anchor,1,raw,raw,pinned,100,0,0,hard,late_anchor_control,75.0,tmh_fidelity_paged_kv,0,66,60,16,True,0
0,47,16,65,recent_tail,0,raw,raw,hot,100,0,0,hard,late_anchor_control,75.0,tmh_fidelity_paged_kv,1,66,60,16,True,0
0,31,1,15,prefill_payload,0,int8,int4,warm,25,75,50,hard,late_anchor_control,75.0,tmh_fidelity_paged_kv,2,66,60,16,True,0
32,47,1,15,late_layer_payload,0,int8,int8,warm,35,65,50,hard,late_anchor_control,75.0,tmh_fidelity_paged_kv,3,66,60,16,True,0
0,47,0,0,prompt_anchor,1,raw,raw,pinned,100,0,0,hard,decoy_collision,75.0,tmh_fidelity_paged_kv,0,72,64,18,True,0
0,47,18,71,recent_tail,0,raw,raw,hot,100,0,0,hard,decoy_collision,75.0,tmh_fidelity_paged_kv,1,72,64,18,True,0
0,31,1,17,prefill_payload,0,int8,int4,warm,25,75,50,hard,decoy_collision,75.0,tmh_fidelity_paged_kv,2,72,64,18,True,0
32,47,1,17,late_layer_payload,0,int8,int8,warm,35,65,50,hard,decoy_collision,75.0,tmh_fidelity_paged_kv,3,72,64,18,True,0
0,47,0,0,prompt_anchor,1,raw,raw,pinned,100,0,0,hard,routing_table,75.0,tmh_fidelity_paged_kv,0,70,62,17,True,0
0,47,17,69,recent_tail,0,raw,raw,hot,100,0,0,hard,routing_table,75.0,tmh_fidelity_paged_kv,1,70,62,17,True,0
0,31,1,16,prefill_payload,0,int8,int4,warm,25,75,50,hard,routing_table,75.0,tmh_fidelity_paged_kv,2,70,62,17,True,0
32,47,1,16,late_layer_payload,0,int8,int8,warm,35,65,50,hard,routing_table,75.0,tmh_fidelity_paged_kv,3,70,62,17,True,0
0,47,0,0,prompt_anchor,1,raw,raw,pinned,100,0,0,hard,structured_records,75.0,tmh_fidelity_paged_kv,0,73,63,18,True,0
0,47,18,72,recent_tail,0,raw,raw,hot,100,0,0,hard,structured_records,75.0,tmh_fidelity_paged_kv,1,73,63,18,True,0
0,31,1,17,prefill_payload,0,int8,int4,warm,25,75,50,hard,structured_records,75.0,tmh_fidelity_paged_kv,2,73,63,18,True,0
32,47,1,17,late_layer_payload,0,int8,int8,warm,35,65,50,hard,structured_records,75.0,tmh_fidelity_paged_kv,3,73,63,18,True,0
0,47,0,0,prompt_anchor,1,raw,raw,pinned,100,0,0,hard,instruction_persistence,75.0,tmh_fidelity_paged_kv,0,127,119,31,True,0
0,47,31,126,recent_tail,0,raw,raw,hot,100,0,0,hard,instruction_persistence,75.0,tmh_fidelity_paged_kv,1,127,119,31,True,0
0,31,1,30,prefill_payload,0,int8,int4,warm,25,75,50,hard,instruction_persistence,75.0,tmh_fidelity_paged_kv,2,127,119,31,True,0
32,47,1,30,late_layer_payload,0,int8,int8,warm,35,65,50,hard,instruction_persistence,75.0,tmh_fidelity_paged_kv,3,127,119,31,True,0
0,47,0,0,prompt_anchor,1,raw,raw,pinned,100,0,0,hard,multi_hop_bridge,75.0,tmh_fidelity_paged_kv,0,71,61,17,True,0
0,47,17,70,recent_tail,0,raw,raw,hot,100,0,0,hard,multi_hop_bridge,75.0,tmh_fidelity_paged_kv,1,71,61,17,True,0
0,31,1,16,prefill_payload,0,int8,int4,warm,25,75,50,hard,multi_hop_bridge,75.0,tmh_fidelity_paged_kv,2,71,61,17,True,0
32,47,1,16,late_layer_payload,0,int8,int8,warm,35,65,50,hard,multi_hop_bridge,75.0,tmh_fidelity_paged_kv,3,71,61,17,True,0
0,47,0,0,prompt_anchor,1,raw,raw,pinned,100,0,0,hard,payload_dense,75.0,tmh_fidelity_paged_kv,0,128,118,32,True,0
0,47,32,127,recent_tail,0,raw,raw,hot,100,0,0,hard,payload_dense,75.0,tmh_fidelity_paged_kv,1,128,118,32,True,0
0,31,1,31,prefill_payload,0,int8,int4,warm,25,75,50,hard,payload_dense,75.0,tmh_fidelity_paged_kv,2,128,118,32,True,0
32,47,1,31,late_layer_payload,0,int8,int8,warm,35,65,50,hard,payload_dense,75.0,tmh_fidelity_paged_kv,3,128,118,32,True,0
0,47,0,0,prompt_anchor,1,raw,raw,pinned,100,0,0,hard,long_generation_systems,75.0,tmh_fidelity_paged_kv,0,57,33,14,True,0
0,47,14,56,recent_tail,0,raw,raw,hot,100,0,0,hard,long_generation_systems,75.0,tmh_fidelity_paged_kv,1,57,33,14,True,0
0,31,1,13,prefill_payload,0,int8,int4,warm,25,75,50,hard,long_generation_systems,75.0,tmh_fidelity_paged_kv,2,57,33,14,True,0
32,47,1,13,late_layer_payload,0,int8,int8,warm,35,65,50,hard,long_generation_systems,75.0,tmh_fidelity_paged_kv,3,57,33,14,True,0
0,47,0,0,prompt_anchor,1,raw,raw,pinned,100,0,0,hard,early_anchor_long_tail,50.0,tmh_fidelity_paged_kv,0,124,118,62,True,0
0,47,62,123,recent_tail,0,raw,raw,hot,100,0,0,hard,early_anchor_long_tail,50.0,tmh_fidelity_paged_kv,1,124,118,62,True,0
0,31,1,61,prefill_payload,0,int8,int4,warm,25,75,50,hard,early_anchor_long_tail,50.0,tmh_fidelity_paged_kv,2,124,118,62,True,0
32,47,1,61,late_layer_payload,0,int8,int8,warm,35,65,50,hard,early_anchor_long_tail,50.0,tmh_fidelity_paged_kv,3,124,118,62,True,0
0,47,0,0,prompt_anchor,1,raw,raw,pinned,100,0,0,hard,middle_anchor_detour,50.0,tmh_fidelity_paged_kv,0,100,92,50,True,0
0,47,50,99,recent_tail,0,raw,raw,hot,100,0,0,hard,middle_anchor_detour,50.0,tmh_fidelity_paged_kv,1,100,92,50,True,0
0,31,1,49,prefill_payload,0,int8,int4,warm,25,75,50,hard,middle_anchor_detour,50.0,tmh_fidelity_paged_kv,2,100,92,50,True,0
32,47,1,49,late_layer_payload,0,int8,int8,warm,35,65,50,hard,middle_anchor_detour,50.0,tmh_fidelity_paged_kv,3,100,92,50,True,0
0,47,0,0,prompt_anchor,1,raw,raw,pinned,100,0,0,hard,late_anchor_control,50.0,tmh_fidelity_paged_kv,0,66,60,33,True,0
0,47,33,65,recent_tail,0,raw,raw,hot,100,0,0,hard,late_anchor_control,50.0,tmh_fidelity_paged_kv,1,66,60,33,True,0
0,31,1,32,prefill_payload,0,int8,int4,warm,25,75,50,hard,late_anchor_control,50.0,tmh_fidelity_paged_kv,2,66,60,33,True,0
32,47,1,32,late_layer_payload,0,int8,int8,warm,35,65,50,hard,late_anchor_control,50.0,tmh_fidelity_paged_kv,3,66,60,33,True,0
0,47,0,0,prompt_anchor,1,raw,raw,pinned,100,0,0,hard,decoy_collision,50.0,tmh_fidelity_paged_kv,0,72,64,36,True,0
0,47,36,71,recent_tail,0,raw,raw,hot,100,0,0,hard,decoy_collision,50.0,tmh_fidelity_paged_kv,1,72,64,36,True,0
0,31,1,35,prefill_payload,0,int8,int4,warm,25,75,50,hard,decoy_collision,50.0,tmh_fidelity_paged_kv,2,72,64,36,True,0
32,47,1,35,late_layer_payload,0,int8,int8,warm,35,65,50,hard,decoy_collision,50.0,tmh_fidelity_paged_kv,3,72,64,36,True,0
0,47,0,0,prompt_anchor,1,raw,raw,pinned,100,0,0,hard,routing_table,50.0,tmh_fidelity_paged_kv,0,70,62,35,True,0
0,47,35,69,recent_tail,0,raw,raw,hot,100,0,0,hard,routing_table,50.0,tmh_fidelity_paged_kv,1,70,62,35,True,0
0,31,1,34,prefill_payload,0,int8,int4,warm,25,75,50,hard,routing_table,50.0,tmh_fidelity_paged_kv,2,70,62,35,True,0
32,47,1,34,late_layer_payload,0,int8,int8,warm,35,65,50,hard,routing_table,50.0,tmh_fidelity_paged_kv,3,70,62,35,True,0
0,47,0,0,prompt_anchor,1,raw,raw,pinned,100,0,0,hard,structured_records,50.0,tmh_fidelity_paged_kv,0,73,63,36,True,0
0,47,36,72,recent_tail,0,raw,raw,hot,100,0,0,hard,structured_records,50.0,tmh_fidelity_paged_kv,1,73,63,36,True,0
0,31,1,35,prefill_payload,0,int8,int4,warm,25,75,50,hard,structured_records,50.0,tmh_fidelity_paged_kv,2,73,63,36,True,0
32,47,1,35,late_layer_payload,0,int8,int8,warm,35,65,50,hard,structured_records,50.0,tmh_fidelity_paged_kv,3,73,63,36,True,0
0,47,0,0,prompt_anchor,1,raw,raw,pinned,100,0,0,hard,instruction_persistence,50.0,tmh_fidelity_paged_kv,0,127,119,63,True,0
0,47,63,126,recent_tail,0,raw,raw,hot,100,0,0,hard,instruction_persistence,50.0,tmh_fidelity_paged_kv,1,127,119,63,True,0
0,31,1,62,prefill_payload,0,int8,int4,warm,25,75,50,hard,instruction_persistence,50.0,tmh_fidelity_paged_kv,2,127,119,63,True,0
32,47,1,62,late_layer_payload,0,int8,int8,warm,35,65,50,hard,instruction_persistence,50.0,tmh_fidelity_paged_kv,3,127,119,63,True,0
0,47,0,0,prompt_anchor,1,raw,raw,pinned,100,0,0,hard,multi_hop_bridge,50.0,tmh_fidelity_paged_kv,0,71,61,35,True,0
0,47,35,70,recent_tail,0,raw,raw,hot,100,0,0,hard,multi_hop_bridge,50.0,tmh_fidelity_paged_kv,1,71,61,35,True,0
0,31,1,34,prefill_payload,0,int8,int4,warm,25,75,50,hard,multi_hop_bridge,50.0,tmh_fidelity_paged_kv,2,71,61,35,True,0
32,47,1,34,late_layer_payload,0,int8,int8,warm,35,65,50,hard,multi_hop_bridge,50.0,tmh_fidelity_paged_kv,3,71,61,35,True,0
0,47,0,0,prompt_anchor,1,raw,raw,pinned,100,0,0,hard,payload_dense,50.0,tmh_fidelity_paged_kv,0,128,118,64,True,0
0,47,64,127,recent_tail,0,raw,raw,hot,100,0,0,hard,payload_dense,50.0,tmh_fidelity_paged_kv,1,128,118,64,True,0
0,31,1,63,prefill_payload,0,int8,int4,warm,25,75,50,hard,payload_dense,50.0,tmh_fidelity_paged_kv,2,128,118,64,True,0
32,47,1,63,late_layer_payload,0,int8,int8,warm,35,65,50,hard,payload_dense,50.0,tmh_fidelity_paged_kv,3,128,118,64,True,0
0,47,0,0,prompt_anchor,1,raw,raw,pinned,100,0,0,hard,long_generation_systems,50.0,tmh_fidelity_paged_kv,0,57,33,28,True,0
0,47,28,56,recent_tail,0,raw,raw,hot,100,0,0,hard,long_generation_systems,50.0,tmh_fidelity_paged_kv,1,57,33,28,True,0
0,31,1,27,prefill_payload,0,int8,int4,warm,25,75,50,hard,long_generation_systems,50.0,tmh_fidelity_paged_kv,2,57,33,28,True,0
32,47,1,27,late_layer_payload,0,int8,int8,warm,35,65,50,hard,long_generation_systems,50.0,tmh_fidelity_paged_kv,3,57,33,28,True,0
0,47,0,0,prompt_anchor,1,raw,raw,pinned,100,0,0,hard,early_anchor_long_tail,25.0,tmh_fidelity_paged_kv,0,124,118,93,True,0
0,47,93,123,recent_tail,0,raw,raw,hot,100,0,0,hard,early_anchor_long_tail,25.0,tmh_fidelity_paged_kv,1,124,118,93,True,0
0,31,1,92,prefill_payload,0,int8,int4,warm,25,75,50,hard,early_anchor_long_tail,25.0,tmh_fidelity_paged_kv,2,124,118,93,True,0
32,47,1,92,late_layer_payload,0,int8,int8,warm,35,65,50,hard,early_anchor_long_tail,25.0,tmh_fidelity_paged_kv,3,124,118,93,True,0
0,47,0,0,prompt_anchor,1,raw,raw,pinned,100,0,0,hard,middle_anchor_detour,25.0,tmh_fidelity_paged_kv,0,100,92,75,True,0
0,47,75,99,recent_tail,0,raw,raw,hot,100,0,0,hard,middle_anchor_detour,25.0,tmh_fidelity_paged_kv,1,100,92,75,True,0
0,31,1,74,prefill_payload,0,int8,int4,warm,25,75,50,hard,middle_anchor_detour,25.0,tmh_fidelity_paged_kv,2,100,92,75,True,0
32,47,1,74,late_layer_payload,0,int8,int8,warm,35,65,50,hard,middle_anchor_detour,25.0,tmh_fidelity_paged_kv,3,100,92,75,True,0
0,47,0,0,prompt_anchor,1,raw,raw,pinned,100,0,0,hard,late_anchor_control,25.0,tmh_fidelity_paged_kv,0,66,60,49,True,0
0,47,49,65,recent_tail,0,raw,raw,hot,100,0,0,hard,late_anchor_control,25.0,tmh_fidelity_paged_kv,1,66,60,49,True,0
0,31,1,48,prefill_payload,0,int8,int4,warm,25,75,50,hard,late_anchor_control,25.0,tmh_fidelity_paged_kv,2,66,60,49,True,0
32,47,1,48,late_layer_payload,0,int8,int8,warm,35,65,50,hard,late_anchor_control,25.0,tmh_fidelity_paged_kv,3,66,60,49,True,0
0,47,0,0,prompt_anchor,1,raw,raw,pinned,100,0,0,hard,decoy_collision,25.0,tmh_fidelity_paged_kv,0,72,64,54,True,0
0,47,54,71,recent_tail,0,raw,raw,hot,100,0,0,hard,decoy_collision,25.0,tmh_fidelity_paged_kv,1,72,64,54,True,0
0,31,1,53,prefill_payload,0,int8,int4,warm,25,75,50,hard,decoy_collision,25.0,tmh_fidelity_paged_kv,2,72,64,54,True,0
32,47,1,53,late_layer_payload,0,int8,int8,warm,35,65,50,hard,decoy_collision,25.0,tmh_fidelity_paged_kv,3,72,64,54,True,0
0,47,0,0,prompt_anchor,1,raw,raw,pinned,100,0,0,hard,routing_table,25.0,tmh_fidelity_paged_kv,0,70,62,52,True,0
